1;0;0;1;0;0;0;2;0;1;2;0;550
0;0;1;1;0;0;0;2;0;1;1;1;600
0;0;0;0;0;1;0;5;1;0;1;0;650
1;0;0;1;0;0;0;5;0;0;1;0;680
0;0;0;0;0;1;0;9;0;0;2;1;700
0;1;0;0;0;1;0;5;1;0;1;0;750
1;0;0;0;0;1;0;5;0;0;1;0;800
0;0;1;0;0;0;1;2;1;0;1;0;800
0;0;1;0;0;0;1;2;1;0;1;0;800
1;0;0;0;0;1;0;5;0;0;1;0;850
0;0;0;0;0;1;0;5;1;0;1;0;850
1;0;0;0;0;1;0;5;0;0;1;0;890
0;1;0;1;0;0;0;5;0;0;1;0;900
0;1;0;0;0;0;1;2;0;1;1;0;900
0;0;1;0;0;0;1;2;1;0;1;0;920
0;1;0;0;0;1;0;5;0;0;1;0;950
0;0;1;1;0;0;0;4;0;0;1;0;950
0;0;1;0;1;0;0;16;0;0;1;1;950
0;0;0;0;0;0;1;2;1;0;1;0;950
0;1;0;0;0;0;1;1;1;1;2;0;970
0;1;0;1;0;0;0;3;0;0;1;0;990
0;0;1;0;0;0;1;2;1;0;3;0;990
1;0;0;0;0;1;0;5;0;0;1;1;1000
0;1;0;1;0;0;0;5;0;0;1;0;1000
0;0;1;0;0;0;1;2;0;1;1;0;1000
0;0;1;0;0;0;1;1;1;1;2;0;1000
0;0;0;0;0;1;0;9;1;0;1;0;1000
0;0;0;0;0;1;0;5;0;0;1;0;1000
0;0;0;0;0;0;0;9;0;0;1;0;1008
0;0;0;0;0;0;0;9;0;0;1;0;1012
0;0;0;0;0;0;0;9;0;0;1;0;1012
0;0;0;0;0;0;0;9;0;0;1;0;1019
0;0;0;0;0;0;0;9;1;0;1;0;1027
0;1;0;1;0;0;0;4;0;0;1;0;1030
0;0;1;0;0;0;1;2;1;0;1;0;1050
0;0;1;0;0;0;1;2;0;1;1;0;1050
0;0;1;0;0;0;0;2;0;1;1;1;1050
0;0;0;1;0;0;0;5;0;1;1;0;1060
0;1;0;1;0;0;0;5;0;1;1;0;1070
0;0;0;1;0;0;0;4;0;1;1;0;1070
0;0;0;1;0;0;0;4;1;0;1;0;1070
0;0;0;1;0;0;0;5;1;0;1;0;1090
1;0;0;1;0;0;0;18;0;0;1;1;1100
1;0;0;1;0;0;0;16;0;0;1;1;1100
0;1;0;1;0;0;0;5;0;0;1;0;1100
0;0;1;0;0;0;1;2;1;0;2;0;1100
0;0;1;0;0;0;1;2;1;0;1;0;1100
0;0;1;1;0;0;0;4;0;1;1;0;1100
0;0;1;1;0;0;0;5;1;0;1;0;1100
0;0;1;1;0;0;0;5;0;0;2;0;1100
0;0;1;0;0;0;1;1;1;1;1;0;1100
1;0;0;0;1;0;0;16;0;0;1;1;1115
0;0;0;0;1;0;0;9;0;0;1;1;1140
1;0;0;0;0;0;0;5;0;0;1;1;1150
0;1;0;0;0;1;0;9;1;0;1;0;1150
0;1;0;0;0;1;0;5;0;0;1;0;1150
0;1;0;0;0;1;0;5;0;0;1;1;1150
0;0;0;0;0;0;0;5;0;0;1;0;1150
0;0;0;0;0;1;0;5;0;0;1;0;1150
0;0;0;0;0;1;0;5;0;0;1;0;1150
0;0;0;0;0;1;0;9;1;0;1;0;1150
0;0;1;0;0;0;1;2;1;0;3;0;1170
0;0;0;0;0;1;0;5;0;0;1;1;1190
0;0;0;0;0;0;0;9;0;0;1;0;1196
0;0;1;0;0;0;1;2;0;1;2;0;1200
0;0;0;1;0;0;0;5;0;0;1;1;1200
0;0;0;0;1;0;0;5;1;0;1;1;1200
0;0;0;0;0;0;0;9;0;0;1;0;1200
0;0;0;0;0;0;0;5;0;0;1;1;1200
0;0;0;0;0;0;0;9;0;0;1;0;1202
0;0;0;0;0;0;0;9;0;0;2;0;1203
0;0;0;0;0;0;0;9;0;0;2;0;1203
0;0;0;0;0;0;0;9;0;0;2;0;1207
0;0;0;0;0;0;0;9;1;0;2;0;1214
0;0;0;0;0;0;0;9;1;0;1;0;1215
0;0;0;0;0;0;0;9;1;0;2;0;1218
0;0;0;0;0;0;0;9;1;0;2;0;1218
0;1;0;0;1;0;0;11;0;0;1;1;1220
0;0;1;0;1;0;0;18;0;0;1;0;1228
1;0;0;0;0;1;0;4;0;0;1;1;1250
0;1;0;1;0;0;0;5;1;0;1;1;1250
0;1;0;0;0;1;0;9;1;0;1;0;1250
0;1;0;0;0;1;0;6;0;0;1;0;1250
0;1;0;0;0;1;0;6;0;1;1;0;1250
0;1;0;0;0;0;0;3;0;1;1;0;1250
0;1;0;0;0;0;1;2;0;1;2;0;1250
0;1;0;0;0;0;0;3;0;1;1;1;1250
0;1;0;0;1;0;0;3;0;0;1;0;1250
0;0;1;1;0;0;0;1;1;1;1;0;1250
0;0;0;0;0;0;0;5;0;0;1;1;1250
0;0;0;0;0;0;0;5;0;0;1;1;1250
0;0;0;0;0;0;1;1;1;1;2;0;1250
0;0;0;1;0;0;0;5;0;0;1;0;1250
0;0;0;0;1;0;0;5;0;0;1;1;1250
0;1;0;0;1;0;0;15;0;0;1;0;1271
0;0;0;0;0;0;0;9;0;0;2;0;1271
0;0;0;0;0;0;0;9;0;0;2;0;1271
0;0;0;0;0;0;0;9;0;0;2;0;1271
0;0;0;0;0;0;0;9;0;0;2;0;1274
0;0;0;0;0;0;0;9;0;0;2;0;1274
1;0;0;0;0;0;0;5;0;1;1;1;1280
1;0;0;0;1;0;0;16;0;0;1;1;1286
0;0;0;1;0;0;0;5;0;1;1;1;1290
1;0;0;0;0;1;0;5;0;1;1;0;1300
0;1;0;1;0;0;0;3;1;0;1;0;1300
0;1;0;0;1;0;0;14;0;0;1;0;1300
0;0;1;1;0;0;0;5;0;1;1;0;1300
0;0;1;1;0;0;0;2;0;1;1;0;1300
0;0;1;0;1;0;0;18;0;0;1;1;1300
0;0;0;0;0;0;0;5;0;1;1;0;1300
0;0;0;0;0;0;0;5;1;0;1;1;1300
0;0;0;0;1;0;0;9;0;0;2;1;1300
0;0;0;0;0;0;0;5;0;0;1;1;1300
0;0;0;0;0;1;0;5;0;0;1;0;1300
0;0;0;0;0;0;0;3;0;1;1;0;1320
1;0;0;1;0;0;0;2;1;0;2;0;1340
1;0;0;1;0;0;0;3;0;1;1;1;1350
1;0;0;0;0;1;0;5;0;0;1;1;1350
1;0;0;0;0;1;0;9;0;0;1;1;1350
0;1;0;0;1;0;0;4;1;0;1;0;1350
0;1;0;1;0;0;0;3;0;1;1;0;1350
0;0;1;0;0;0;1;2;1;0;1;0;1350
0;0;1;1;0;0;0;4;0;0;1;0;1350
0;0;1;1;0;0;0;2;1;0;1;0;1350
0;0;0;1;0;0;0;5;0;0;1;1;1350
0;0;0;1;0;0;0;5;0;0;1;0;1350
0;0;0;1;0;0;0;5;0;1;1;1;1350
0;0;0;0;0;0;0;5;0;0;1;1;1350
0;0;0;1;0;0;0;5;0;0;1;1;1350
0;0;0;0;1;0;0;9;1;0;1;1;1361
1;0;0;0;1;0;0;16;0;0;1;1;1365
1;0;0;1;0;0;0;4;0;0;1;0;1370
0;0;0;0;1;0;0;5;0;0;1;1;1373
1;0;0;0;1;0;0;16;0;0;1;1;1375
1;0;0;1;0;0;0;5;1;0;1;0;1375
0;0;0;0;1;0;0;5;0;1;1;0;1380
0;0;0;0;0;0;0;5;0;0;1;1;1380
1;0;0;0;0;1;0;5;0;1;1;1;1390
1;0;0;1;0;0;0;2;1;0;2;0;1400
1;0;0;0;0;1;0;5;0;0;1;1;1400
1;0;0;0;0;1;0;5;0;1;1;1;1400
1;0;0;1;0;0;0;5;0;0;1;1;1400
0;1;0;0;0;0;1;2;1;0;3;0;1400
0;1;0;0;1;0;0;3;1;0;1;0;1400
0;1;0;0;0;1;0;6;0;0;1;1;1400
0;0;1;0;1;0;0;3;1;0;1;0;1400
0;0;1;0;1;0;0;18;0;0;1;1;1400
0;0;1;0;1;0;0;3;0;0;1;1;1400
0;0;0;1;0;0;0;5;0;0;1;1;1400
0;0;0;1;0;0;0;4;0;1;1;0;1400
0;0;0;0;1;0;0;5;0;0;1;1;1400
0;0;0;0;1;0;0;5;0;0;1;1;1400
0;0;0;1;0;0;0;5;0;1;1;0;1400
0;0;0;0;0;0;0;5;1;0;1;1;1400
0;0;0;1;0;0;0;5;1;0;1;0;1400
0;0;0;0;0;0;0;5;0;0;1;0;1410
0;0;0;0;0;0;0;5;1;0;1;1;1420
1;0;0;0;1;0;0;9;1;0;1;0;1430
1;0;0;1;0;0;0;5;0;1;1;1;1430
0;1;0;1;0;0;0;3;1;0;1;0;1430
0;0;0;0;0;0;0;9;0;0;1;0;1430
0;0;0;0;1;0;0;9;0;0;1;1;1430
0;0;0;0;0;0;0;9;0;0;2;0;1433
0;0;0;0;0;0;0;9;0;0;2;0;1433
0;0;0;0;0;0;0;9;0;0;2;0;1437
0;0;0;0;0;0;0;9;0;0;2;0;1437
0;1;0;1;0;0;0;3;1;0;1;0;1440
0;0;1;0;1;0;0;3;0;1;1;1;1440
0;0;0;0;1;0;0;5;0;0;1;1;1440
0;0;1;0;1;0;0;18;0;0;1;0;1444
0;0;0;0;0;0;0;9;1;0;1;0;1445
0;0;0;0;0;0;0;9;1;0;2;0;1448
0;0;0;0;0;0;0;9;1;0;2;0;1448
1;0;0;1;0;0;0;5;0;0;1;0;1450
1;0;0;1;0;0;0;3;0;0;1;1;1450
1;0;0;0;0;0;1;2;0;1;2;0;1450
1;0;0;0;0;1;0;5;1;0;1;0;1450
1;0;0;0;0;1;0;5;0;0;2;1;1450
1;0;0;1;0;0;0;5;0;1;1;1;1450
1;0;0;0;0;1;0;9;0;0;2;0;1450
1;0;0;0;0;1;0;9;0;1;1;1;1450
1;0;0;0;0;1;0;5;1;0;1;0;1450
1;0;0;0;0;1;0;5;0;0;1;1;1450
0;1;0;0;0;1;0;10;0;0;1;1;1450
0;0;1;0;0;0;0;3;0;0;1;1;1450
0;0;1;0;1;0;0;18;0;0;1;1;1450
0;0;0;0;0;0;0;5;0;0;1;0;1450
0;0;0;1;0;0;0;5;0;0;1;1;1450
0;0;0;1;0;0;0;5;1;0;1;1;1450
0;0;0;0;0;0;0;5;0;1;1;1;1450
0;0;0;0;1;0;0;5;0;0;1;1;1450
0;0;0;1;0;0;0;5;0;0;1;1;1450
0;0;0;0;1;0;0;16;0;0;1;1;1450
0;0;0;0;1;0;0;9;0;0;1;0;1455
0;0;0;0;1;0;0;9;0;0;1;0;1455
1;0;0;0;1;0;0;9;1;0;1;1;1460
0;1;0;0;0;0;0;5;0;0;1;0;1460
1;0;0;0;0;1;0;5;1;0;1;1;1470
1;0;0;0;0;1;0;5;0;0;1;1;1470
0;0;0;1;0;0;0;5;0;1;1;1;1470
0;0;0;1;0;0;0;5;1;0;1;1;1470
1;0;0;0;0;1;0;5;0;1;1;0;1480
1;0;0;0;1;0;0;9;0;0;1;1;1485
0;0;0;0;0;0;0;9;0;0;2;0;1495
1;0;0;0;1;0;0;9;1;0;1;0;1500
1;0;0;1;0;0;0;5;0;0;1;0;1500
1;0;0;1;0;0;0;3;0;1;1;1;1500
1;0;0;0;0;1;0;5;1;0;1;0;1500
1;0;0;0;0;1;0;5;0;0;1;1;1500
1;0;0;0;0;1;0;5;1;0;1;0;1500
1;0;0;0;1;0;0;17;0;0;1;1;1500
0;1;0;1;0;0;0;5;0;1;1;0;1500
0;1;0;0;0;1;0;6;1;0;1;0;1500
0;0;1;1;0;0;0;4;0;0;1;0;1500
0;0;1;1;0;0;0;4;0;0;1;0;1500
0;0;1;1;0;0;0;5;1;0;1;0;1500
0;0;1;0;0;0;1;2;0;1;1;0;1500
0;0;1;0;0;0;1;2;1;0;3;0;1500
0;0;0;0;1;0;0;9;1;0;1;0;1500
0;0;0;0;1;0;0;5;0;1;1;1;1500
0;0;0;1;0;0;0;5;0;1;1;1;1500
0;0;0;0;0;0;0;5;0;0;2;0;1500
0;0;0;0;0;0;0;5;0;0;2;0;1500
