1;0;0;1;0;0;0;2;0;1;2;30.7;0;550
0;0;1;1;0;0;0;2;0;1;1;17;1;600
0;0;0;0;0;1;0;5;1;0;1;12;0;650
1;0;0;1;0;0;0;5;0;0;1;16;0;680
0;0;0;0;0;1;0;9;0;0;2;38;1;700
0;1;0;0;0;1;0;5;1;0;1;13;0;750
1;0;0;0;0;1;0;5;0;0;1;18.2;0;800
0;0;1;0;0;0;1;2;1;0;1;26;0;800
0;0;1;0;0;0;1;2;1;0;1;39;0;800
1;0;0;0;0;1;0;5;0;0;1;18.8;0;850
0;0;0;0;0;1;0;5;1;0;1;15;0;850
1;0;0;0;0;1;0;5;0;0;1;19;0;890
0;1;0;1;0;0;0;5;0;0;1;20;0;900
0;1;0;0;0;0;1;2;0;1;1;34.3;0;900
0;0;1;0;0;0;1;2;1;0;1;20;0;920
0;1;0;0;0;1;0;5;0;0;1;24;0;950
0;0;1;1;0;0;0;4;0;0;1;15.7;0;950
0;0;1;0;1;0;0;16;0;0;1;32;1;950
0;0;0;0;0;0;1;2;1;0;1;30.8;0;950
0;1;0;0;0;0;1;1;1;1;2;41;0;970
0;1;0;1;0;0;0;3;0;0;1;20;0;990
0;0;1;0;0;0;1;2;1;0;3;50;0;990
1;0;0;0;0;1;0;5;0;0;1;17.3;1;1000
0;1;0;1;0;0;0;5;0;0;1;18;0;1000
0;0;1;0;0;0;1;2;0;1;1;25;0;1000
0;0;1;0;0;0;1;1;1;1;2;30;0;1000
0;0;0;0;0;1;0;9;1;0;1;20;0;1000
0;0;0;0;0;1;0;5;0;0;1;18.4;0;1000
0;0;0;0;0;0;0;9;0;0;1;25.92;0;1008
0;0;0;0;0;0;0;9;0;0;1;26.02;0;1012
0;0;0;0;0;0;0;9;0;0;1;26.02;0;1012
0;0;0;0;0;0;0;9;0;0;1;26.22;0;1019
0;0;0;0;0;0;0;9;1;0;1;26.42;0;1027
0;1;0;1;0;0;0;4;0;0;1;20;0;1030
0;0;1;0;0;0;1;2;1;0;1;25.9;0;1050
0;0;1;0;0;0;1;2;0;1;1;37;0;1050
0;0;1;0;0;0;0;2;0;1;1;22.1;1;1050
0;0;0;1;0;0;0;5;0;1;1;17.5;0;1060
0;1;0;1;0;0;0;5;0;1;1;18;0;1070
0;0;0;1;0;0;0;4;0;1;1;22;0;1070
0;0;0;1;0;0;0;4;1;0;1;18;0;1070
0;0;0;1;0;0;0;5;1;0;1;28.5;0;1090
1;0;0;1;0;0;0;18;0;0;1;32;1;1100
1;0;0;1;0;0;0;16;0;0;1;35;1;1100
0;1;0;1;0;0;0;5;0;0;1;18;0;1100
0;0;1;0;0;0;1;2;1;0;2;60;0;1100
0;0;1;0;0;0;1;2;1;0;1;19.4;0;1100
0;0;1;1;0;0;0;4;0;1;1;20;0;1100
0;0;1;1;0;0;0;5;1;0;1;25;0;1100
0;0;1;1;0;0;0;5;0;0;2;56;0;1100
0;0;1;0;0;0;1;1;1;1;1;24;0;1100
1;0;0;0;1;0;0;16;0;0;1;29;1;1115
0;0;0;0;1;0;0;9;0;0;1;32;1;1140
1;0;0;0;0;0;0;5;0;0;1;31;1;1150
0;1;0;0;0;1;0;9;1;0;1;18;0;1150
0;1;0;0;0;1;0;5;0;0;1;24;0;1150
0;1;0;0;0;1;0;5;0;0;1;24;1;1150
0;0;0;0;0;0;0;5;0;0;1;27;0;1150
0;0;0;0;0;1;0;5;0;0;1;18.5;0;1150
0;0;0;0;0;1;0;5;0;0;1;23;0;1150
0;0;0;0;0;1;0;9;1;0;1;26;0;1150
0;0;1;0;0;0;1;2;1;0;3;60;0;1170
0;0;0;0;0;1;0;5;0;0;1;23;1;1190
0;0;0;0;0;0;0;9;0;0;1;32.42;0;1196
0;0;1;0;0;0;1;2;0;1;2;29.4;0;1200
0;0;0;1;0;0;0;5;0;0;1;37;1;1200
0;0;0;0;1;0;0;5;1;0;1;39.5;1;1200
0;0;0;0;0;0;0;9;0;0;1;32.52;0;1200
0;0;0;0;0;0;0;5;0;0;1;36;1;1200
0;0;0;0;0;0;0;9;0;0;1;32.6;0;1202
0;0;0;0;0;0;0;9;0;0;2;32.62;0;1203
0;0;0;0;0;0;0;9;0;0;2;32.62;0;1203
0;0;0;0;0;0;0;9;0;0;2;32.72;0;1207
0;0;0;0;0;0;0;9;1;0;2;32.92;0;1214
0;0;0;0;0;0;0;9;1;0;1;32.92;0;1215
0;0;0;0;0;0;0;9;1;0;2;33.02;0;1218
0;0;0;0;0;0;0;9;1;0;2;33.02;0;1218
0;1;0;0;1;0;0;11;0;0;1;31;1;1220
0;0;1;0;1;0;0;18;0;0;1;33;0;1228
1;0;0;0;0;1;0;4;0;0;1;30.6;1;1250
0;1;0;1;0;0;0;5;1;0;1;15.5;1;1250
0;1;0;0;0;1;0;9;1;0;1;18;0;1250
0;1;0;0;0;1;0;6;0;0;1;19;0;1250
0;1;0;0;0;1;0;6;0;1;1;23.3;0;1250
0;1;0;0;0;0;0;3;0;1;1;17.5;0;1250
0;1;0;0;0;0;1;2;0;1;2;48;0;1250
0;1;0;0;0;0;0;3;0;1;1;29.6;1;1250
0;1;0;0;1;0;0;3;0;0;1;24;0;1250
0;0;1;1;0;0;0;1;1;1;1;18.1;0;1250
0;0;0;0;0;0;0;5;0;0;1;40.5;1;1250
0;0;0;0;0;0;0;5;0;0;1;41;1;1250
0;0;0;0;0;0;1;1;1;1;2;49;0;1250
0;0;0;1;0;0;0;5;0;0;1;18;0;1250
0;0;0;0;1;0;0;5;0;0;1;41;1;1250
0;1;0;0;1;0;0;15;0;0;1;30.53;0;1271
0;0;0;0;0;0;0;9;0;0;2;32.59;0;1271
0;0;0;0;0;0;0;9;0;0;2;32.59;0;1271
0;0;0;0;0;0;0;9;0;0;2;32.59;0;1271
0;0;0;0;0;0;0;9;0;0;2;32.67;0;1274
0;0;0;0;0;0;0;9;0;0;2;32.67;0;1274
1;0;0;0;0;0;0;5;0;1;1;44;1;1280
1;0;0;0;1;0;0;16;0;0;1;34.97;1;1286
0;0;0;1;0;0;0;5;0;1;1;28;1;1290
1;0;0;0;0;1;0;5;0;1;1;32;0;1300
0;1;0;1;0;0;0;3;1;0;1;24.1;0;1300
0;1;0;0;1;0;0;14;0;0;1;31;0;1300
0;0;1;1;0;0;0;5;0;1;1;26;0;1300
0;0;1;1;0;0;0;2;0;1;1;24;0;1300
0;0;1;0;1;0;0;18;0;0;1;38.72;1;1300
0;0;0;0;0;0;0;5;0;1;1;28;0;1300
0;0;0;0;0;0;0;5;1;0;1;34;1;1300
0;0;0;0;1;0;0;9;0;0;2;33;1;1300
0;0;0;0;0;0;0;5;0;0;1;43;1;1300
0;0;0;0;0;1;0;5;0;0;1;18.4;0;1300
0;0;0;0;0;0;0;3;0;1;1;27;0;1320
1;0;0;1;0;0;0;2;1;0;2;44;0;1340
1;0;0;1;0;0;0;3;0;1;1;37.43;1;1350
1;0;0;0;0;1;0;5;0;0;1;30;1;1350
1;0;0;0;0;1;0;9;0;0;1;19.3;1;1350
0;1;0;0;1;0;0;4;1;0;1;36.73;0;1350
0;1;0;1;0;0;0;3;0;1;1;24;0;1350
0;0;1;0;0;0;1;2;1;0;1;31;0;1350
0;0;1;1;0;0;0;4;0;0;1;16.7;0;1350
0;0;1;1;0;0;0;2;1;0;1;32.3;0;1350
0;0;0;1;0;0;0;5;0;0;1;44.4;1;1350
0;0;0;1;0;0;0;5;0;0;1;19;0;1350
0;0;0;1;0;0;0;5;0;1;1;46;1;1350
0;0;0;0;0;0;0;5;0;0;1;28;1;1350
0;0;0;1;0;0;0;5;0;0;1;41;1;1350
0;0;0;0;1;0;0;9;1;0;1;34.3;1;1361
1;0;0;0;1;0;0;16;0;0;1;34.7;1;1365
1;0;0;1;0;0;0;4;0;0;1;31;0;1370
0;0;0;0;1;0;0;5;0;0;1;37.19;1;1373
1;0;0;0;1;0;0;16;0;0;1;35;1;1375
1;0;0;1;0;0;0;5;1;0;1;30;0;1375
0;0;0;0;1;0;0;5;0;1;1;30;0;1380
